ncesId,stateSchoolId
480143813036,TX-015834-015834001
480957000409,TX-011901-011901001
480957005709,TX-011901-011901104
480957000410,TX-011901-011901041
480957010390,TX-011901-011901109
480957002476,TX-011901-011901103
480957012272,TX-011901-011901002
480957009484,TX-011901-011901108
480957008692,TX-011901-011901106
480957013111,TX-011901-011901005
480957000408,TX-011901-011901101
480957021082,TX-011901-011901022
480957010391,TX-011901-011901110
480957000411,TX-011901-011901102
480957008693,TX-011901-011901107
480963000412,TX-158901-158901001
480963000413,TX-158901-158901041
480963000414,TX-158901-158901101
480963000418,TX-158901-158901104
480963000415,TX-158901-158901102
480019008590,TX-101847-101847101
480967004631,TX-123910-123910101
480967013457,TX-123910-123910013
480967013717,TX-123910-123910134
480967013745,TX-123910-123910014
480967012566,TX-123910-123910132
480967012437,TX-123910-123910127
480967004634,TX-123910-123910104
480967012447,TX-123910-123910130
480967004635,TX-123910-123910105
480967007977,TX-123910-123910126
480967012433,TX-123910-123910129
480967012376,TX-123910-123910131
480967004642,TX-123910-123910110
480967005958,TX-123910-123910112
480967006824,TX-123910-123910123
480967007364,TX-123910-123910011
480967012562,TX-123910-123910133
480967004641,TX-123910-123910043
480967005953,TX-123910-123910046
480967012429,TX-123910-123910128
480967008676,TX-123910-123910009
480967005954,TX-123910-123910047
480967006510,TX-123910-123910006
480967007976,TX-123910-123910012
480967007365,TX-123910-123910125
480967005961,TX-123910-123910118
480967004639,TX-123910-123910042
480967006219,TX-123910-123910045
480967017011,TX-123910-123910048
480967005951,TX-123910-123910008
480969000437,TX-183901-183901001
480969000436,TX-183901-183901101
480972000442,TX-013901-013901001
480972013804,TX-013901-013901004
480972000438,TX-013901-013901102
480972000444,TX-013901-013901105
480972000441,TX-013901-013901041
480972000439,TX-013901-013901101
480972013625,TX-013901-013901042
480975000446,TX-039904-039904001
480978000447,TX-091901-091901101
480978000448,TX-091901-091901001
480978006363,TX-091901-091901041
480981000449,TX-008901-008901001
480981000450,TX-008901-008901041
480981005847,TX-008901-008901102
480981000451,TX-008901-008901101
480981009108,TX-008901-008901002
480981000453,TX-008901-008901105
480986013112,TX-014903-014903119
480986000454,TX-014903-014903001
480986008099,TX-014903-014903005
480986013678,TX-014903-014903120
480986012875,TX-014903-014903118
480986012898,TX-014903-014903117
480986008101,TX-014903-014903111
480986010398,TX-014903-014903043
480986006221,TX-014903-014903108
480986000457,TX-014903-014903102
480986000458,TX-014903-014903103
480986012801,TX-014903-014903045
480986012476,TX-014903-014903044
480986000459,TX-014903-014903104
480986006511,TX-014903-014903109
480986011412,TX-014903-014903116
480987000462,TX-125902-125902101
480987000461,TX-125902-125902001
489913005628,TX-066901-066901041
489913005627,TX-066901-066901001
480998000468,TX-138904-138904001
480144613188,TX-101870-101870001
480007708105,TX-015809-015809101
481014000469,TX-230901-230901101
481014000470,TX-230901-230901001
481014007089,TX-230901-230901041
481017000472,TX-187901-187901001
481020013473,TX-114901-114901003
481020008667,TX-114901-114901106
481020000474,TX-114901-114901001
481020013082,TX-114901-114901044
481020008303,TX-114901-114901043
481020000473,TX-114901-114901102
481020000477,TX-114901-114901108
481020000479,TX-114901-114901110
481020000480,TX-114901-114901111
481020000482,TX-114901-114901113
480022709011,TX-193801-193801001
480022711321,TX-193801-193801101
481023000486,TX-220902-220902116
481023000483,TX-220902-220902105
481023000484,TX-220902-220902101
481023008368,TX-220902-220902010
481023000485,TX-220902-220902102
481023005410,TX-220902-220902117
481023000488,TX-220902-220902114
481023002102,TX-220902-220902120
481023000489,TX-220902-220902001
481023000490,TX-220902-220902041
481023000491,TX-220902-220902112
481023000487,TX-220902-220902104
481023021496,TX-220902-220902119
481023000500,TX-220902-220902109
481023013690,TX-220902-220902122
481023000492,TX-220902-220902044
481023000493,TX-220902-220902042
481023006513,TX-220902-220902118
481023006653,TX-220902-220902047
481023000501,TX-220902-220902110
481023000494,TX-220902-220902106
481023000495,TX-220902-220902002
481023000496,TX-220902-220902043
481023013066,TX-220902-220902012
481023000497,TX-220902-220902107
481023000498,TX-220902-220902046
481023000499,TX-220902-220902108
481023009375,TX-220902-220902009
481023000502,TX-220902-220902115
481023000503,TX-220902-220902103
481023011015,TX-220902-220902121
481023000504,TX-220902-220902113
481023000505,TX-220902-220902045
481023000506,TX-220902-220902111
481026000509,TX-178902-178902101
481026000507,TX-178902-178902001
481026007413,TX-178902-178902102
481026000508,TX-178902-178902041
481026000510,TX-178902-178902103
480000500513,TX-177903-177903001
481032000514,TX-016902-016902101
481032000515,TX-016902-016902001
481032000419,TX-016902-016902041
481035000516,TX-116915-116915101
481035000517,TX-116915-116915001
481035007661,TX-116915-116915041
481038005661,TX-025904-025904001
480146613748,TX-101875-101875001
481044000522,TX-034909-034909101
481044000523,TX-034909-034909001
481047000524,TX-175902-175902101
481047000525,TX-175902-175902001
481047007080,TX-175902-175902041
481050000526,TX-235901-235901101
481050000527,TX-235901-235901001
481050007744,TX-235901-235901041
481050000529,TX-235901-235901103
481059000530,TX-043917-043917101
481059000531,TX-043917-043917001
481059000435,TX-043917-043917041
481062000532,TX-072904-072904101
481065000534,TX-109913-109913001
480141012450,TX-123807-123807001
480141013465,TX-123807-123807101
480141013818,TX-123807-123807102
481071012014,TX-130901-130901002
481071008686,TX-130901-130901203
481071000535,TX-130901-130901001
481071000537,TX-130901-130901041
481071008859,TX-130901-130901042
481071011291,TX-130901-130901105
481071000538,TX-130901-130901101
481071006367,TX-130901-130901102
481071007055,TX-130901-130901103
481071013685,TX-130901-130901107
481071008860,TX-130901-130901104
481071011292,TX-130901-130901106
481071013741,TX-130901-130901043
481074000539,TX-116916-116916101
481074000540,TX-116916-116916001
481074009311,TX-116916-116916041
481078000541,TX-241901-241901001
481078000542,TX-241901-241901041
481078000543,TX-241901-241901101
481080000548,TX-074903-074903103
481080000545,TX-074903-074903001
481080000546,TX-074903-074903102
481080007599,TX-074903-074903104
481080000547,TX-074903-074903041
481083000550,TX-148901-148901001
481083000549,TX-148901-148901101
481086000552,TX-017901-017901001
481089000553,TX-117901-117901001
481089011286,TX-117901-117901107
481089000554,TX-117901-117901041
481089000556,TX-117901-117901105
481089005662,TX-117901-117901106
481089000555,TX-117901-117901104
481091007693,TX-161923-161923101
481091006073,TX-161923-161923001
481091012988,TX-161923-161923041
481095000558,TX-185901-185901101
481095000559,TX-185901-185901001
481095005161,TX-185901-185901041
481099000563,TX-169901-169901001
481099009664,TX-169901-169901042
481099000564,TX-169901-169901041
481101000568,TX-249902-249902101
481101000569,TX-249902-249902001
481101006514,TX-249902-249902110
481101005412,TX-249902-249902041
481104005141,TX-180901-180901041
481104000571,TX-180901-180901001
481104000570,TX-180901-180901101
481107000572,TX-136901-136901001
481107001638,TX-136901-136901041
481107000573,TX-136901-136901101
481111000576,TX-160901-160901101
481111000574,TX-160901-160901001
